Марка,Модель,Год выпуска,Цена,Двигатель,Мощность,Коробка передач,Пробег,Владельцы,Поколение,Комплектация,URL,Возраст,Объем двигателя,Марка_код,Модель_код,Тип кузова_джип/suv 5 дв.,Тип кузова_купе,Тип кузова_лифтбек,Тип кузова_минивэн,Тип кузова_не указано,Тип кузова_открытый,Тип кузова_седан,Тип кузова_универсал,Тип кузова_хэтчбек 3 дв.,Тип кузова_хэтчбек 5 дв.,Привод_задний,Привод_передний,Тип КПП_вариатор,Тип КПП_робот,Тип топлива_гибрид,Тип топлива_дизель,Тип топлива_не указано,Руль_правый,Цвет_белый,Цвет_бордовый,Цвет_голубой,Цвет_желтый,Цвет_зеленый,Цвет_золотистый,Цвет_коричневый,Цвет_красный,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Поколение_номер,Мощность/Объем,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
BMW,3-Series,2019,2769000,"дизель, 2.0 л",190,АКПП,120500,1,7 поколение,851,https://auto.drom.ru/spb/bmw/3-series/699737215.html?from=recommend,6,2.0,5,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,95.0,0,2025,6,29,6,2,180,1,3,11
Ford,Focus,2007,399000,"бензин, 1.8 л",125,механика,179778,3,2 поколение,379,https://auto.drom.ru/spb/ford/focus/144091222.html?from=recommend,18,1.8,25,197,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,69.44444444444444,0,2025,6,18,2,2,169,0,3,22
BMW,X5,2007,1230000,"бензин, 3.0 л",272,АКПП,230000,4,2 поколение,1073,https://auto.drom.ru/spb/bmw/x5/452169913.html?from=recommend,18,3.0,5,515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,90.66666666666667,0,2025,7,3,3,3,184,0,3,7
Opel,Astra,2007,330000,"бензин, 1.6 л",115,механика,299000,3,"3 поколение, рестайлинг",284,https://auto.drom.ru/spb/opel/astra/722827049.html?from=recommend,18,1.6,59,88,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,71.875,0,2025,6,9,0,2,160,0,3,31
Audi,Q5,2017,3500000,"бензин, 2.0 л",249,робот,65441,1,2 поколение,1073,https://auto.drom.ru/spb/audi/q5/366575572.html?from=recommend,8,2.0,3,373,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,124.5,0,2025,7,3,3,3,184,0,3,7
Hyundai,Sonata,2002,250000,"бензин, 2.4 л",149,АКПП,290000,3,"4 поколение, рестайлинг",663,https://auto.drom.ru/spb/hyundai/sonata/505833442.html?from=recommend,23,2.4,35,434,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,62.083333333333336,0,2025,7,6,6,3,187,1,3,4
Tank,300,2023,2869000,"бензин, 2.0 л",220,АКПП,80000,1,1 поколение,432,https://auto.drom.ru/spb/tank/300/756893635.html?from=recommend,2,2.0,76,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,110.0,0,2025,6,26,3,2,177,0,3,14
Kia,Soul,2019,1869700,"бензин, 2.0 л",150,АКПП,76193,1,,1073,https://auto.drom.ru/spb/kia/soul/183432290.html?from=recommend,6,2.0,43,436,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,75.0,0,2025,7,4,4,3,185,0,3,6
Лада,Веста,2023,1099000,"бензин, 1.6 л",90,механика,38641,2,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/lada/vesta/576057607.html?from=recommend,2,1.6,87,542,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,56.25,0,2025,6,16,0,2,167,0,3,24
Chevrolet,Epica,2011,590000,"бензин, 2.0 л",143,механика,380000,4,,532,https://auto.drom.ru/spb/chevrolet/epica/783510795.html?from=recommend,14,2.0,13,176,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,71.5,0,2025,7,2,2,3,183,0,3,8
Mercedes-Benz,M-Class,2014,2715000,"дизель, 3.0 л",249,АКПП,220000,-1,3 поколение,1073,https://auto.drom.ru/spb/mercedes-benz/m-class/299222583.html?from=recommend,11,3.0,52,296,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,83.0,0,2025,6,18,2,2,169,0,3,22
Ford,Kuga,2009,729999,"бензин, 2.5 л",200,АКПП,225143,-1,1 поколение,1073,https://auto.drom.ru/spb/ford/kuga/465551042.html?from=recommend,16,2.5,25,271,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,80.0,0,2025,6,25,2,2,176,0,3,15
Mazda,Mazda6,2011,950000,"бензин, 2.0 л",147,механика,303000,3,"2 поколение, рестайлинг",539,https://auto.drom.ru/spb/mazda/mazda6/825985116.html?from=recommend,14,2.0,51,315,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,73.5,0,2025,6,18,2,2,169,0,3,22
Skoda,Octavia,2018,1550000,"бензин, 1.8 л",180,робот,215000,2,"3 поколение, рестайлинг",398,https://auto.drom.ru/spb/skoda/octavia/668641590.html?from=recommend,7,1.8,70,345,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,100.0,0,2025,7,9,2,3,190,0,3,1
Infiniti,M25,2013,1400000,"бензин, 2.5 л",222,АКПП,238000,2,4 поколение,712,https://auto.drom.ru/spb/infiniti/m25/432844044.html?from=recommend,12,2.5,36,297,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,88.8,0,2025,7,1,1,3,182,0,3,9
Nissan,X-Trail,2011,1250000,"бензин, 2.0 л",141,вариатор,209000,3,"2 поколение, рестайлинг",500,https://auto.drom.ru/spb/nissan/x-trail/675151680.html?from=recommend,14,2.0,57,508,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,70.5,0,2025,7,3,3,3,184,0,3,7
Cadillac,CT5,2020,2750000,"бензин, 3.0 л",340,автомат,43169,3,,1073,https://auto.drom.ru/spb/cadillac/ct5/924673119.html?from=recommend,5,3.0,10,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,113.33333333333333,0,2025,6,29,6,2,180,1,3,11
Citroen,C4,2013,700000,"бензин, 1.6 л",120,АКПП,116000,-1,2 поколение,190,https://auto.drom.ru/spb/citroen/c4/543964010.html?from=recommend,12,1.6,15,108,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,75.0,0,2025,6,30,0,2,181,0,3,10
Land,Rover Defender,2020,4599000,"дизель, 2.0 л",200,АКПП,95260,-1,2 поколение,1073,https://auto.drom.ru/spb/land_rover/defender/216453368.html?from=recommend,5,2.0,44,396,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,100.0,0,2025,7,7,0,3,188,0,3,3
Renault,Megane,2018,1429000,"дизель, 1.5 л",90,механика,136112,-1,4 поколение,1073,https://auto.drom.ru/spb/renault/megane/619909604.html?from=recommend,7,1.5,65,316,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,60.0,0,2025,7,3,3,3,184,0,3,7
Nissan,Almera,2015,715000,"бензин, 1.6 л",102,АКПП,82000,-1,3 поколение,211,https://auto.drom.ru/spb/nissan/almera/431595501.html?from=recommend,10,1.6,57,80,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,63.75,0,2025,6,28,5,2,179,1,3,12
BMW,1-Series,2006,589000,"бензин, 2.0 л",150,АКПП,275000,4,1 поколение,411,https://auto.drom.ru/spb/bmw/1-series/199645742.html?from=recommend,19,2.0,5,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,75.0,0,2025,6,25,2,2,176,0,3,15
Acura,MDX,2015,2390000,"бензин, 3.5 л",290,АКПП,158383,3,3 поколение,1073,https://auto.drom.ru/spb/acura/mdx/341748445.html?from=recommend,10,3.5,0,302,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,82.85714285714286,0,2025,6,25,2,2,176,0,3,15
Ford,Kuga,2013,800000,"бензин, 1.6 л",150,АКПП,230000,4,2 поколение,236,https://auto.drom.ru/spb/ford/kuga/823902197.html?from=recommend,12,1.6,25,271,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,93.75,0,2025,6,23,0,2,174,0,3,17
Skoda,Kodiaq,2021,2699000,"бензин, 1.4 л",150,робот,46899,1,1 поколение,80,https://auto.drom.ru/spb/skoda/kodiaq/720488901.html?from=recommend,4,1.4,70,268,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,107.14285714285715,0,2025,6,26,3,2,177,0,3,14
Kia,Soul,2017,1279000,"бензин, 1.6 л",204,робот,157791,2,"2 поколение, рестайлинг",344,https://auto.drom.ru/spb/kia/soul/299905813.html?from=recommend,8,1.6,43,436,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,127.5,0,2025,7,8,1,3,189,0,3,2
Volkswagen,Tiguan,2019,2480000,"дизель, 2.0 л",150,робот,126300,2,2 поколение,1073,https://auto.drom.ru/spb/volkswagen/tiguan/276101084.html?from=recommend,6,2.0,79,469,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,75.0,0,2025,6,28,5,2,179,1,3,12
Mercedes-Benz,GLE,2019,7490000,"дизель, 2.9 л",330,АКПП,93000,1,2 поколение,997,https://auto.drom.ru/spb/mercedes-benz/gle-class/795746564.html?from=recommend,6,2.9,52,216,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,113.79310344827587,0,2025,7,6,6,3,187,1,3,4
BMW,X6,2011,1670000,"бензин, 4.4 л",555,АКПП,150000,3,1 поколение,1033,https://auto.drom.ru/spb/bmw/x6/758961097.html?from=recommend,14,4.4,5,517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,126.13636363636363,0,2025,6,12,3,2,163,0,3,28
Volvo,XC90,2002,780000,"бензин, 2.5 л",210,АКПП,203000,4,1 поколение,725,https://auto.drom.ru/spb/volvo/xc90/612219169.html?from=recommend,23,2.5,80,526,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,84.0,0,2025,6,29,6,2,180,1,3,11
Honda,Civic,2018,1679990,"бензин, 1.5 л",182,вариатор,99500,-1,10 поколение,1073,https://auto.drom.ru/spb/honda/civic/663176611.html?from=recommend,7,1.5,33,142,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,121.33333333333333,0,2025,7,1,1,3,182,0,3,9
Volkswagen,Polo,2018,830000,"бензин, 1.6 л",90,механика,147234,2,"5 поколение, рестайлинг",257,https://auto.drom.ru/spb/volkswagen/polo/140334942.html?from=recommend,7,1.6,79,364,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,56.25,0,2025,6,29,6,2,180,1,3,11
Mitsubishi,Pajero,2008,1650000,"дизель, 3.2 л",165,АКПП,309000,2,4 поколение,813,https://auto.drom.ru/spb/mitsubishi/pajero/484458958.html?from=recommend,17,3.2,54,353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,51.5625,0,2025,6,28,5,2,179,1,3,12
Kia,Rio,2015,869898,"бензин, 1.6 л",123,механика,119914,2,3 поколение,1073,https://auto.drom.ru/spb/kia/rio/103210213.html?from=recommend,10,1.6,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,76.875,0,2025,6,10,1,2,161,0,3,30
Toyota,Avensis,2005,779000,"бензин, 2.0 л",147,АКПП,399000,4,2 поколение,451,https://auto.drom.ru/spb/toyota/avensis/219730744.html?from=recommend,20,2.0,78,91,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,73.5,0,2025,6,21,5,2,172,1,3,19
Toyota,Probox,2005,630000,"бензин, 1.5 л",109,АКПП,305000,3,1 поколение,135,https://auto.drom.ru/spb/toyota/probox/682284057.html?from=recommend,20,1.5,78,369,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,72.66666666666667,0,2025,6,27,4,2,178,0,3,13
Kia,Cerato,2013,990000,"бензин, 1.6 л",130,механика,170000,2,3 поколение,299,https://auto.drom.ru/spb/kia/cerato/905266468.html?from=recommend,12,1.6,43,139,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,81.25,0,2025,6,16,0,2,167,0,3,24
Лада,2105,2007,325000,"бензин, 1.6 л",72,механика,35000,2,1 поколение,261,https://auto.drom.ru/spb/lada/2105/864293213.html?from=recommend,18,1.6,87,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,45.0,0,2025,7,8,1,3,189,0,3,2
Ford,Focus,2008,450000,"дизель, 1.6 л",109,механика,365501,2,"2 поколение, рестайлинг",330,https://auto.drom.ru/spb/ford/focus/336755652.html?from=recommend,17,1.6,25,197,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,68.125,0,2025,6,16,0,2,167,0,3,24
Volkswagen,Touareg,2004,1000000,"бензин, 3.2 л, ГБО",220,АКПП,280000,4,1 поколение,814,https://auto.drom.ru/spb/volkswagen/touareg/498846399.html?from=recommend,21,,79,472,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,,0,2025,6,11,2,2,162,0,3,29
Audi,A6,2011,2200000,"бензин, 3.0 л",300,робот,16104,4,4 поколение,800,https://auto.drom.ru/spb/audi/a6/112372398.html?from=recommend,14,3.0,3,69,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,100.0,0,2025,6,12,3,2,163,0,3,28
Mercedes-Benz,C-Class,2019,2590000,"бензин, 1.6 л",150,АКПП,123000,2,"4 поколение, рестайлинг",956,https://auto.drom.ru/spb/mercedes-benz/c-class/551905458.html?from=recommend,6,1.6,52,104,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,93.75,0,2025,6,18,2,2,169,0,3,22
Kia,Stinger,2019,2149700,"бензин, 2.0 л",197,АКПП,86686,2,1 поколение,615,https://auto.drom.ru/spb/kia/stinger/133900968.html?from=recommend,6,2.0,43,442,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,98.5,0,2025,6,22,6,2,173,1,3,18
Renault,Espace,2017,1585000,"дизель, 1.6 л",160,робот,189824,1,5 поколение,1073,https://auto.drom.ru/spb/renault/espace/737298075.html?from=recommend,8,1.6,65,180,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,100.0,0,2025,7,2,2,3,183,0,3,8
